saddr udp_pkt_size
63.143.92.149 3031
188.130.7.211 3177
217.170.192.30 2948
194.110.248.12 14388
105.247.46.198 12342
159.100.240.93 3008
122.176.69.240 13621
103.135.9.74 2969
103.159.238.162 12334
45.157.60.170 3152
210.56.4.210 2975
131.114.22.7 3032
175.145.122.94 13360
199.19.72.206 3058
121.52.154.157 12595
112.196.20.251 3053
103.139.45.232 200
151.97.189.160 2365
194.158.211.131 1881
175.144.115.55 3010
103.91.91.181 2863
165.225.38.63 180
121.52.151.34 2945
93.94.251.50 2891
175.136.226.156 13870
59.144.124.161 11828
61.19.112.120 2964
203.128.7.66 3034
89.147.154.162 11826
110.159.114.158 3033
5.36.214.41 12590
122.166.205.241 2988
76.74.6.169 2896
118.70.131.251 3286
159.192.66.103 12846
184.95.43.110 1802
141.193.158.10 3198
103.106.23.179 11832
185.142.212.56 28204
84.16.239.71 3061
85.223.208.122 13108
23.170.80.24 2448
185.8.61.252 26990
5.154.181.61 3061
122.166.177.73 11825
165.16.30.6 12342
182.180.153.143 13358
223.29.200.78 3098
62.113.114.19 13621
141.91.210.81 2030
185.78.167.163 13109
197.221.91.204 180
115.134.22.154 2971
62.192.153.113 2986
42.201.208.165 2894
61.247.238.57 2531
212.50.126.241 170
175.144.115.52 3010
66.85.145.55 29780
195.226.184.202 3029
160.242.193.218 2951
103.17.233.178 2816
197.121.205.100 2547
184.95.39.28 13621
178.124.193.91 11826
94.237.57.63 3082
188.68.225.2 26983
154.117.174.106 2863
111.68.104.66 11832
118.101.26.208 14388
175.137.117.93 2899
177.242.147.90 3019
111.68.99.61 2812
103.159.104.48 3000
185.4.244.88 3108
185.195.17.66 2973
94.45.85.17 11825
66.96.228.151 2883
156.17.129.136 3175
179.0.59.179 12676
197.161.173.44 180
193.176.123.199 2981
60.48.244.205 2955
77.252.119.170 13572
91.210.51.23 2029
1.53.228.232 2999
83.149.125.244 26485
156.17.223.133 1938
157.25.230.108 2884
61.95.235.101 2956
5.79.102.201 2928
110.227.252.125 12595
61.95.244.252 2893
60.53.195.136 11826
175.144.115.54 3010
144.48.122.21 2987
104.238.215.173 2903
112.196.119.19 3047
96.9.152.22 2849
122.166.1.196 2564
58.65.153.239 2949
185.131.49.19 2943
45.93.16.38 428
